,video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption
66,-LsuiVGO-88,Python Simplified,Draw a Forest of Random Tree Objects with Python OpenCV - Classes and OOP Practice for Beginners,"In this tutorial, we will practice the principles of Object-Oriented Programming and draw a forest of unique tree objects.
We will first create a Tree class and then we will replicate it in different locations, sizes and colours. We will also include a very large degree of randomness in our code, so that each time our program runs - a brand new forest with brand new trees is created! 🤩🤩🤩

🛑🤚 HAVE YOU WATCHED ✋🛑
*******************************************
1. My OOP and Classes Tutorial:
https://youtu.be/f0TrMH9s-VE

2. My Draw Shapes with OpenCV Tutorial:
https://youtu.be/PtvN8ad9N3g
*******************************************

⏰ TIMESTAMPS ⏰
00:00 - intro
00:16 - starter code overview
01:01 - create a class
01:22 - class attributes
02:07 - class methods
03:40 - call class
05:40 - relative coordinates
06:22 - draw object
09:04 - scale object
13:35 - fancy design tricks
14:40 - draw step repeat objects
16:04 - draw objects at random location
19:47 - draw with random colors
24:14 - coming soon and thank you!

🐍 STARTER CODE 🐍
************************************************
import numpy as np
import cv2 as cv
import random

# general parameters
width = 900
height = 600
n_trees = 30
ground_level = height-100

# colours
green, light_green, brown = (40,185,40),(25,220,0),(30,65,155)

# blank image
bg = np.zeros((height, width, 3), dtype=np.uint8)

# draw background
cv.rectangle(bg,(width,0), (0, ground_level), (255,225,95), -1)
cv.rectangle(bg,(width, ground_level), (0, height), green, -1)

# ***************
# YOUR CODE GOES HERE
# ***************

#display image
cv.imshow('forest of objects', bg) 

cv.waitKey(0)
cv.destroyAllWindows()
************************************************
 🐍 END OF STARTER CODE 🐍

Didn't feel like coding along? 🙃
Get the complete code from my Github: https://github.com/MariyaSha/OpenCV_DrawImages/blob/main/completeCode_OpenCVForest.ipynb

Thanks for watching!
Find me on:
LinkedIn - https://linkedin.com/in/mariyasha888/
Discord -  https://discord.gg/WeTz5A2FfS","['openCV', 'open cv', 'cv2', 'cv']",2021-09-06T15:00:13Z,26103,964,,98,PT24M36S,hd,false
67,igi1dhgOszo,Python Simplified,a sneak peek into the upcoming OOP with OpenCV tutorial!,,,2021-09-03T21:58:36Z,21168,1031,,68,PT33S,hd,false
68,PtvN8ad9N3g,Python Simplified,Draw with OpenCV - No more Photoshop! Graphic Design with Python!,"In this tutorial, you'll find out how to draw basic shapes with OpenCV - which is a very popular computer vision library, not only for Python!  🔴🟢🔵
We will create a drawing of some trees on a sunny background, we will add some text and we will save it as a ""png"" file to our computer.

⭐ Image Into Matrix - Convert Like a Pro!! ⭐
https://youtu.be/mAMTXJJQBDI

*******************************
Want to learn more about ⭐Computer Vision?⭐

🎥 Stream Videos with OpenCV 🎥
 https://youtu.be/UdCSiZR8xYY

😴 Image Processing with Pillow 😴
https://youtu.be/NSHsaG2a4WU

Also, if you don't feel like coding along, you can still access my script:
https://github.com/MariyaSha/OpenCV_DrawImages

*******************************
⏰ timestamps ⏰
*******************************
00:00 - Intro
00:26 - import OpenCV / import cv2
00:41 - image data type overview
01:06 - create blank image with Numpy / np.zeros()
02:30 - show image with OpenCV
02:50 - cv.waitKey(0)
03:16 - cv.destroyAllWindows
04:01 - draw rectangle with OpenCV
05:24 - fill rectangle with OpenCV
06:19 - draw circle with OpenCV
07:11 - outline line thickness with OpenCV
07:46 - draw line with OpenCV
08:50 - draw triangle with OpenCV and Numpy
10:36 - write text with OpenCV
12:32 - repetition with classes (coming soon)
13:17 - save image with OpenCV / imwrite
13:56 - thanks for watching!

*******************************
See you in the next tutorial, where we will create an entire forest of tree objects!
Thanks for watching ♥","['opencv', 'open cv', 'cv2', 'cv']",2021-08-26T16:15:12Z,21428,1100,,131,PT14M23S,hd,false
69,xpPX3fBM9dU,Python Simplified,Train Basic Neural Network with Numpy and Pandas - AI programming for beginners,"Today we will create and train a basic artificial neural network using Numpy and Pandas ONLY! 🤖
We will practice the code (and the math 😅) behind all the ML concepts we have learned on this channel, so we can fully understand what we're doing!
We will break down the training algorithm into Python functions and work with random data, which we will generate within seconds! 
For this code along, please make sure you watched the 🛑previous tutorials🛑:

ML Episode 1 - Perceptron 🤖:
https://youtu.be/-KLnurhX-Pg

ML Episode 2 - Cross Entropy Loss 🤖:
https://youtu.be/EJRFP3WmS6Q

ML Episode 3 - Gradient Descent 🤖:
https://youtu.be/jwStsp8JUPU

**********************************
👾 Clone the complete code from Wayscript: 👾
https://wayscript.com/script/2OiJ6e7-

**********************************
📈📊 Plotting Graphs Tutorials: 📊📈
With Wayscript: https://youtu.be/2g-hdk2wwvU
With Google Colab: https://youtu.be/P4F3PzCMrtk

**********************************
⭐ SKIP TO TIMESTAMP ⭐ 
00:00 - Intro
00:41 - Import Numpy and Pandas
00:58 - Generate Random Data with Numpy
04:06 - Random Choices with Numpy
05:03 - Create a Pandas Data Frame
06:36 - Create functions.py File
07:59 - Weighted Sum Function
09:55 - Select DataFrame Row
10:48 - Remove DataFrame Column
11:52 - Sigmoid Activation Function
12:54 - Cross Entropy / Log Loss Function
14:08 - Gradient Descent: Update Weights
15:46 - Gradient Descent: Update Bias
18:04 - Training Function for Basic Artificial Neural Network
21:45 - Plot Training Data
22:22 - Analyze Training Data","['ml', 'ai', 'machine learning', 'artificial intelligence', 'neural network', 'artificial neural network', 'train neural network', 'training function', 'train ai', 'train ml', 'ml training', 'ai for beginners', 'ml for beginners', 'basic neural network', 'python ai', 'python', 'python programming', 'wayscript', 'data science', 'plot training loss', 'cross entropy loss', 'sigmoid', 'prediction', 'target', 'update weights', 'update bias', 'gradient descent', 'gradient descent programming', 'gradient descent alrogithm', 'learn ai', 'learn ml']",2021-08-20T15:00:18Z,27068,1220,,148,PT24M41S,hd,false
70,rZJ2Z7SxU6c,Python Simplified,Please help a fellow viewer with her Kivy Android App! her project is almost due! 😱 #Shorts,,,2021-08-13T15:19:43Z,11699,546,,57,PT25S,hd,false
71,jwStsp8JUPU,Python Simplified,Gradient Descent - Simply Explained! ML for beginners with Code Example!,"In this video, we will talk about Gradient Descent and how we can use it to update the weights and bias of our AI model. We will learn how to minimize the average loss of our model, and get a warm introduction to ""epochs"" and ""learning rate""!
We will of course also see a working example of the math behind Gradient Descent, and learn how to implement it with code by using our superior Python skills! 🐍🐍🐍
Before we dive in, make sure you are proficient with the previous topics of my AI series - Perceptron, Weights, Input, Weighted Sum, Target, Prediction, Activation Function, Loss Function & Cross-Entropy Loss.
If you are 🆕 new 🆕 to these concepts, please watch my other tutorials first (links below):

🛑✋ HAVE YOU WATCHED? ✋🛑

⭐ My Cross-Entropy Loss Tutorial ⭐:
https://youtu.be/EJRFP3WmS6Q

⭐ My Perceptron Tutorial ⭐:
https://youtu.be/-KLnurhX-Pg

⭐ My Introduction to ML Tutorial ⭐
https://youtu.be/mMc_PIemSnU

*****************************************
⭐ time stamps ⭐
*****************************************
00:00 - what is gradient descent?
00:37 - gradient descent vs perception
01:04 - sigmoid activation function
01:45 - bias and threshold
02:06 - weighted sum - working example
02:37 - sigmoid - working example
03:03 - loss function - working example
03:32 - how to update weights
04:17 - what is learn rate?
05:06 - how to update bias
05:37 - gradient descent - working example
07:13 - what is epoch?
07:38 - average loss per epoch
08:37 - gradient descent code example
12:13 - thank you for watching! stay in touch!

*****************************************
👩‍💻 Clone Exercise - Starter Code:
https://wayscript.com/script/tIAFNG83

👩‍💻 Clone Exercise - Complete Code:
https://wayscript.com/script/30CTn-nR
*****************************************

All the beautiful icons used in the video are by: freepik.com
Thank you! 🤩","['ml', 'machine learning', 'gradient descent', 'update weights', 'update bias', 'artificial intelligence', 'python', 'python programming', 'python ml', 'python ai', 'python artificial intelligence', 'neural network', 'python tutorial', 'perceptron', 'cross entropy loss', 'loss function', 'error function', 'ml prediction', 'ai prediction', 'ai for beginners', 'ml for beginners', 'simple gradient descent', 'weights', 'bias', 'epoch', 'epochs', 'loss over epochs', 'average loss', 'training loss', 'mean', 'log loss', 'log loss function']",2021-08-09T16:00:13Z,22420,892,,144,PT12M35S,hd,false
72,VsTaM057rdc,Python Simplified,Convert Python to Android with WINDOWS & LINUX + Fix Common Bugs,"In this tutorial, I will show you how to convert your Python projects into Android applications - USING WINDOWS! 😎
We will Create a Windows Subsystem for Linux (WSL), Learn about Android's Debug Bridge (adb) and use Buildozer to compile our .py files into .apk.
By the way, I'm extra annoying in this video so my apologies in advance! 🤪 I've detected a few crazy cat lady moments while editing... I don't know why I was shouting at the keyboard 😅

ANYHOW... For this project, we will first need to learn about 🥝Kivy or KivyMD🥝, which are Python GUI libraries that are responsible for the interface of the app.
🛑 If you're not yet familiar with Kivy or KivyMD - check out any of my quick tutorials:

⭐ Mobile App with KivyMD ⭐
https://youtu.be/ah3JeHAfM0M

⭐ Expand Mobile App with KivyMD ⭐
https://youtu.be/2aRBkAA1_9o

⭐ Simple App with Kivy ⭐
https://youtu.be/YDp73WjNISc

⭐ EXTRA: Python Classes and OOP ⭐
https://youtu.be/f0TrMH9s-VE
(will help with understanding the App Class)

*********************************************
⏰ Time Stamps: ⏰
00:00 - intro
00:30 - Install Windows Subsystem for Linux (WSL)
05:14 - Install Buildozer and Dependencies
06:52 - Android Debug Bridge (adb)
09:53 - Developer Options on Android Device
10:38 - buildozer.spec requirements
12:06 - Start Windows adb server
12:44 - Operation not permitted FIX
13:34 - Convert Python to Android
15:45 - Icons not displayed on Android FIX
18:05 - Thanks for watching! see you soon! 😊

*********************************************
Special thank you to Delphi Niki and WinTush 
for sharing your code with me on Github! 😁
*********************************************

My Github:
https://github.com/MariyaSha

Windows Subsystem Docs:
https://docs.microsoft.com/en-us/windows/wsl/install-win10

Android Platform Tools:
https://developer.android.com/studio/releases/platform-tools#downloads

Buildozer Documentation:
https://buildozer.readthedocs.io/en/latest/installation.html

Icons Not Displaying Issue on Github:
https://github.com/kivymd/KivyMD/issues/257","['python for android', 'python programming', 'python to android', 'py to apk', 'kivy tro android', 'kivy', 'kivymd', 'gui', 'python gui', 'convert python to android', 'convert py to apk', 'mobile app', 'android app', 'apk', 'adb', 'wsl', 'windows subsystem for Linux', 'Android Debug Bridge', 'adb for windows', 'adb server', 'buildozer', 'kivy buildozer', 'buildozer windows', 'buildozer wsl', 'ubuntu wsl', 'python tutorial', 'python on phone', 'python on mobile', 'python mobile app', 'python android app', 'p4a', 'kivy gui', 'kivymd app', 'compile']",2021-08-05T15:30:12Z,119292,3719,,369,PT18M59S,hd,false
73,itF6jr7IiUw,Python Simplified,Re-Uploaded: It's ALIVE!!! Our KivyMD GUI Base Converter App is running on Android like a boss!,"Compiled on a Windows 10 machine with Ubuntu's WSL and ADB connection 🤩
Running on Sansung S20+ without any issues!
Filming this tutorial on Tuesday and hopefully will Premiere it on Wednesday ‎@Python Simplified  😎😎😎
See you guys soon! I'm having a long weekend  as it's BC day here tomorrow 🍁 but back to work right after, I hope you didn't miss me much 😉

Also a special thanks to everybody who helped with debugging, I will definitley mention you guys in the upcoming video! 😃

Enjoy the rest of your weekend! ❤

#python #pythonprogramming #gui #ui #kivy #kivymd #android #graphicuserinterface #userinterface #widgets #pythongui",,2021-08-01T20:51:25Z,4370,180,,69,PT30S,hd,false
74,lM7jWaTg7cE,Python Simplified,Great news everybody!!! Compiling Kivy .py files into .apk is doable even on a Windows machine!! 🥳🥳🥳,,,2021-07-30T00:20:27Z,20123,956,,124,PT30S,hd,false
75,2aRBkAA1_9o,Python Simplified,Expand KivyMD GUI App - Convert Binary Fractions with Python - PART 2,"In this tutorial, we will expand our KivyMD Mobile App to convert bases of floating-point numbers and handle exceptions. We will first focus on the conversion algorithm (set of instructions) and implement it with a conditional statement.
We will then combine this algorithm in our Base Converted Mobile App which we started building in part 1 of this project:

⭐ PART 1 - KivyMD Mobile App ⭐
https://youtu.be/ah3JeHAfM0M

⭐ PART 3 - Convert Python App to Android .apk ⭐
https://youtu.be/VsTaM057rdc

If you'd like to hear a detailed explanation about the 🤓 math 🤓 behind the conversion, check out my other tutorial:
⭐ Convert Binary to Decimal - Math Tutorial ⭐
https://youtu.be/4IFq7_s9NEA

Also featuring an Editing Oopsie at - 14:38 - 14:41 🤪
My colour correction got out of control!!! 🤣🤣🤣

*************************************************
⏰ Time Stamps ⏰
00:00 - intro
00:55 - convert binary fractions to decimal with Python
05:01 - convert decimal fractions to binary with Python
10:07 - combine conversion algorithm with KivyMD Mobile App
13:40 - handle Value Error exceptions 
15:47 - thanks for watching! and what's next...

 🐍 Special Functions and Methods 🐍
01:25 - split method
02:56 - enumerate function
06:07 - bin function
03:30 - slicing strings
09:04 - join method
13:56 - try / except statement
*************************************************
Thanks for Watching! 🤩🤩🤩","['gui', 'python gui', 'python ui', 'ui', 'ui app', 'gui app', 'kivy', 'KivyMD', 'KivyMD tutorial', 'python programming', 'python tutorial', 'binary to decimal', 'python binary to decimal', 'convert number base', 'KivyMD app', 'python mobile app', 'mobile app', 'mobile gui', 'android python app', 'android KivyMD', 'android kivy', 'mobile kivy', 'mobile app tutorial', 'create mobile app', 'python android app', 'python program', 'kivy md', 'graphic user interface', 'enumerate python', 'join python', 'split python', 'enumerate', 'fractions']",2021-07-28T15:30:13Z,8648,365,,97,PT16M4S,hd,false
76,4IFq7_s9NEA,Python Simplified,Binary to Decimal - Convert Numbers and Fractions Like a Pro!,"In this tutorial, we will go over a very important computer science concept - number base conversion!
And more particularly - converting binary numbers to decimals and vice versa! 🤓
We will learn how to convert both whole numbers and fractions, with almost zero effort!

⭐ Timestamps ⭐
**********************************
00:00 - Intro
00:09 - Decimal System Overview
01:11 - Binary System Overview
01:36 - Convert Binary to Decimal
02:33 - Convert Decimal to Binary
04:16 - Convert Decimal Fraction to Binary
06:47 - Convert Binary Fraction to Decimal
07:55 - Thanks for watching!

****************************************************
⭐ My Base Converter Simple GUI App Tutorial ⭐
https://youtu.be/ah3JeHAfM0M

****************************************************
Thank you for watching! 😁
And a special thank you to Videezy for the beautiful Stock Video ♥
https://www.videezy.com","['binary', 'decimal', 'base 10', 'base 2', 'base conversion', 'convert bases', 'number base', 'number bases', 'binary system', 'decimal system', 'binary to decimal', 'decimal to binary', 'base2 to base 10', 'convert floating point numbers', 'convert fractions', 'binary fractions', 'binary floating point numbers', 'binary fraction', 'decimal float', 'binary float', 'convert floating point', 'math', 'math tutorial', 'computational math', 'programming', 'programming math', 'number systems', 'mathematics', 'computer science', 'cs math']",2021-07-27T14:30:12Z,7490,520,,105,PT8M35S,hd,false
77,f0TrMH9s-VE,Python Simplified,Python Classes and Objects - OOP for Beginners,"In this tutorial, we will learn about Python Classes & Objects in great detail!
I've been promising this for a while now, but we're finally diving into Object-Oriented Programming!
In Python, almost everything is an object! (including lists, strings, integers, dictionaries and etc.)
With classes can create new kinds of objects and define their own methods and attributes.
Where attributes represent data about the object such as: name, colour, speed, size. And methods represent functionality or tasks associated with the objects, such as: drawing the object to the screen, changing its speed or size.
After you watch this - you'll be much more comfortable with using classes in your GUI projects 💪
So if you're ready to step up your programming game - this video is a great starting point! 😉

🛑 RELATED TUTORIALS 🛑
**********************************
⭐ Super Init, Class Inheritance and Private Class Members:
      https://youtu.be/6c6NYPjO_rI

⭐ Practice everything you've learned in this video in my Forest of Objects code along:
      https://youtu.be/-LsuiVGO-88

⌚ Time Stamps ⌚
***********************
00:00 - Python Objects
00:32 - Attributes
01:44 - Parameters
02:20 - Methods
03:35 - Local Variables
04:37 - Init Method
05:25 - Self Parameter
06:08 - JavaScript Constructor
06:17 - Object-Oriented Programming (OOP)
06:42 - Terminology 
07:14 - Up Next & Thank You 
07:55 - Connect with Me

*************************
🐍 My Python Installation Tutorial 🐍
https://youtu.be/FZ5baopI_mo

➰ My Python For Loops Tutorial ➰
https://youtu.be/dHANJ4l6fwA

*************************
The beautiful icons used in this video are from:
https://www.flaticon.com/
Thank you! 😀","['classes', 'class', 'python class', 'object', 'object oriented programming', 'object oriented', 'oop', 'methods', 'method', 'attribute', 'attributes', 'objects', 'python objects', 'python methods', 'python attributes', 'class tutorial', 'python', 'python programming', 'programming', 'coding', 'programming class', 'object class', 'constructor', 'constructor function', 'python constructor', 'learn programming', 'oop tutorial', 'oop lesson', 'oop for beginners', 'python for beginners', 'methods vs functions', 'self', 'this', 'self parameter', 'self keyword']",2021-07-16T15:00:12Z,217328,9465,,699,PT8M1S,hd,false
78,ah3JeHAfM0M,Python Simplified,Mobile App with KivyMD - Python GUI for Android - Binary to Decimal Converter,"In this step by step tutorial, we will create a Binary to Decimal / Decimal to Binary converter app - with the help of Python and KivyMD 🥝🥝🥝
This tutorial is a bit more advanced than the rest as it involves classes, but don't worry - I will post a tutorial about classes shortly! so if there's anything you didn't understand, you'll get a proper detailed and simplified explanation very soon  😉

🥝 Part 2 - Fraction Conversion & Exceptions Tutorial 🥝:
https://youtu.be/2aRBkAA1_9o

🥝 PART 3 - Convert Python App to Android .apk 🥝
https://youtu.be/VsTaM057rdc

You also might find these tutorials helpful:

My Binary to Decimal Math Tutorial:
https://youtu.be/4IFq7_s9NEA

My Python Classes & Objects Tutorial:
https://youtu.be/f0TrMH9s-VE

⭐ time stamps: ⭐
*******************************************
00:00 - intro
00:38 - MD toolbar Widget
00:23 - Icon button for MD toolbar
03:47 - View the full list of icons
04:18 - Image Widget
05:25 - Text Input Widget (MD Text Field)
07:21 - MD Label Widget
09:15 - MD Button with ROUNDED CORNERS
10:29 - Convert Binary to Decimal
13:43 - Conversion Flip and State
16:20 - Convert Decimal to Binary
18:38 - Change KivyMD Theme
20:21 - What's left to do?
21:37 - Thanks for watching! 😀

PLEASE NOTE:
Both flip() and convert() can be done in fewer lines of code!
Check out the complete app on Github (link below) to see the shorter version

⭐ starter code: ⭐
*******************************************
from kivymd.uix.screen import MDScreen
from kivymd.app import MDApp
from kivy.uix.image import Image
from kivymd.uix.button import MDFillRoundFlatIconButton, MDFillRoundFlatButton
from kivymd.uix.textfield import MDTextField
from kivymd.uix.label import MDLabel
from kivymd.uix.toolbar import MDToolbar

class ConverterApp(MDApp):
    def build(self):
        screen = MDScreen()
        #UI Widgets go here
        return screen

if __name__ == '__main__':
    ConverterApp().run()
*******************************************

Github Repository:
https://github.com/MariyaSha/BinarytoDecimal

All available KivyMD icons:
https://kivymd.readthedocs.io/en/latest/themes/icon-definitions/index.html

Thank you so much for watching! 🤩

Beautiful Kiwis in the background are from:
freepik.com","['gui', 'python gui', 'python ui', 'ui', 'ui app', 'gui app', 'kivy', 'KivyMD', 'KivyMD tutorial', 'python programming', 'python tutorial', 'binary to decimal', 'python binary to decimal', 'python int', 'python bin', 'number base converter', 'KivyMD app', 'python mobile app', 'mobile app', 'mobile ui', 'mobile gui', 'android python app', 'android KivyMD', 'android kivy', 'mobile kivy', 'mobile app tutorial', 'create mobile app', 'python android app', 'python program', 'kivy md', 'user interface', 'ui widgets', 'graphic user interface']",2021-07-12T16:00:13Z,57882,2207,,227,PT22M15S,hd,false
79,wo7LGYAPdvE,Python Simplified,"Updates, Tips for YouTube Beginners and Other Viewer Questions - Vlog #3","I had a very busy week finalizing 2 midterm projects, so instead of a Python video - here's a vlog! 😜
We'll talk about the upcoming KivyMD project and I will answer some ❓frequently asked viewer questions❓:

1. 02:34 - Where are you originally from?
2. 02:56 - What software are you using for editing?
3. 04:07 - Why don't you try singing?
4. 05:20 - How your channel grew that fast?

If you have any other unrelated to Python questions - please leave them in the comments below and I'll answer them in the next vlog 😉","['tips for youtube', 'youtube tips', 'vlog', 'python project', 'viewer questions', 'answering viewer questions', 'blog', 'frequently asked questions', 'faq', 'editing software', 'singing', 'about me', 'grow youtube audience', 'grow audience', 'adobe creative cloud', 'adobe premiere', 'video editing software', 'nationality', 'Mariya Sha', 'video blog', 'channel updated', 'upcoming projects']",2021-07-06T14:30:14Z,9543,513,,112,PT9M42S,hd,false
80,EJRFP3WmS6Q,Python Simplified,Cross Entropy Loss Error Function - ML for beginners!,"In this lesson we will simplify the binary Log Loss/Cross Entropy Error Function and break it down to the very basic details.
I'll show you all kinds of illustrated and fun examples and even implement everything with code! 🤩
Before you watch this tutorial 🛑please make sure you watch the first episode in this series🛑 where we discuss the Perceptron model:
https://youtu.be/-KLnurhX-Pg

⭐ Clone the complete code via Wayscript ⭐
https://wayscript.com/script/Vr5xqHfR

⭐ Clone the Perceptron code from the previous episode⭐
https://wayscript.com/script/VlHE0uL8

🤖 Watch my Introduction to AI & Machine Learning 🤖
https://youtu.be/mMc_PIemSnU

➰ Watch my Python ""For"" loop tutorial ➰
https://youtu.be/dHANJ4l6fwA

****************************
⏰ TIMESTAMPS ⏰
****************************
00:00 - Perceptron Recap
00:33 - Target vs Prediction
01:16 - Error Function
01:52 - Cross Entropy Loss / Log Loss Data Preprocessing
03:19 - Cross Entropy Loss on a single data entry
04:31 - Cross Entropy Loss Properties
05:19 - Cross Entropy Loss on all data entries
06:17 - Coding Cross Entropy Loss with Python
****************************

Sorry guys, no subtitles this time as they would cover substantial parts of the graphics 😥

The beautiful icons used in this video are by:
https://www.flaticon.com
https://www.freepik.com

Thank you so much for watching! ❤","['machine learning', 'artificial intelligence', 'ai', 'ml', 'python', 'cross entropy', 'cross entropy loss', 'log loss', 'error term', 'error function', 'binary', 'binary cross entropy', 'binary log loss', 'math', 'python programming', 'python tutorial', 'python machine learning', 'statistics', 'mean', 'weights', 'input', 'data science', 'mathematics', 'machine learning for beginners', 'artificial intelligence for beginners', 'perceptron', 'logarithm', 'loss function', 'cost function', 'cost', 'label', 'prediction', 'target', 'y hat', ""y'"", 'ai for beginners']",2021-06-25T16:00:12Z,19932,900,,129,PT11M15S,hd,false
81,dHANJ4l6fwA,Python Simplified,Python For Loops - Programming for Beginners,"A For loop statement is a basic control flow tool in Python.
In this tutorial I will show you how and why we use them in our code (hint: saves lots of time! ⌚) 
We will look at a few code examples of different use cases, and we will also utilize our new knowledge of For loops by recreating lyrics of famous songs! 🎵🎵🎵

Please note, I'll be uploading new Python Basics videos by order of importance rather than a learning sequence.
I'll be organizing the videos in a special playlist and will fill in the blanks as we go 😉

If you want to see my first few Python Basics lessons (I've filmed them a very long time ago so you may notice some differences 😅)

Python Variables and Data Types :
https://youtu.be/xUhPxj8if0U

Naming Python Variables:
https://youtu.be/3YUfWCjCcko

Coding Software:
https://youtu.be/jp_3NOKHn9c

⭐ TIMESTAMPS ⭐
*******************************
00:00 - What is a For loop?
00:14 - Why use For loops?
00:42 - For Loop Syntax
02:11 - Iteration Example
03:16 - Repetition and Range
03:55 - Repetition Example
04:42 - Thanks for watching!
*******************************

In the iteration code example, I cited:
Bootylicious, Destiny's Child, Survivor, Columbia, 2001

In the repetition code example, I cited:
Smells Like Teen Spirit, Nirvana, Nevermind, DGC, 1991

A huge thank you to flat icon for the lovely icons in the slides:
https://www.flaticon.com/

Big thank you to freepik for the loop vector on the thumbnail:
https://www.freepik.com/free-vector/circular-swirls-set_9649224.htm","['python', 'python programming', 'python for beginners', 'pythin basics', 'python baisc', 'python for loop', 'for loop', 'for loop statement', 'programming', 'coding', 'python coding', 'learn python', 'python course', 'loop', 'iteration variable', 'control flow', 'control instruction', 'loop control', 'loop control variable', 'indentation', 'indent', 'iteration', 'repetition', 'python repetition', 'list iteration', 'code example', 'code lesson']",2021-06-14T16:00:12Z,58232,3219,,372,PT5M19S,hd,true
82,UdCSiZR8xYY,Python Simplified,Stream Live Video from Mobile Phone Camera with Python and Open CV,"In this step by step tutorial I'll show you how to steam live video feed from your mobile phone camera - straight into your Python code.
For this we will use an Android app named ""Ip Webcam"", and we will combine it with the most popular computer vision library - open CV!
I will show you how to access your camera feed on your computer and how to display it in your Python file.
You will also learn a few basic transformations to videos, in case you'd like to manipulate the filters and general appearance of your stream.

Keep in mind that we will use this incredible functionality in our upcoming 🥝 KivyMD GUI Mobile project 🥝 so please pay extra attention to the first few steps! 😉

⭐ TIME STAMPS ⭐
00:00 - introduction
00:14 - install Ip Webcam
00:32 - render live camera feed in browser
01:13 - broadcast live mobile camera feed with Open CV
04:46 - convert video to greyscale
05:31 - mirror/flip video horizontally
06:25 - thanks for watching!

📜 OpenCV Documentation (Python): 📜
https://docs.opencv.org/master/d6/d00/tutorial_py_root.html

🧐 My Image Processing with Pillow (PIL) Tutorial 🧐
https://youtu.be/NSHsaG2a4WU

*********************************

Thank you Flat Icon for the lovely icons on the thumbnail! 🤩
www.flaticon.com","['python', 'python programming', 'python for beginners', 'python tutorial', 'android', 'ip webcam', 'ipwebcam', 'python web cam', 'python video', 'live video python', 'opencv', 'open cv', 'cv2', 'python cv2', 'python open cv', 'mobile phone camera', 'cellphone camera', 'phone camera', 'render video python', 'computer vision', 'stream video to python', 'stream video to code', 'stream camera video to python', 'phone camera to python', 'mobile phone video stream', 'mobile phone to python', 'phone camera to open cv', 'ip webcam to code']",2021-06-08T16:00:15Z,36744,1998,,221,PT6M47S,hd,true
83,-KLnurhX-Pg,Python Simplified,Perceptron Algorithm with Code Example - ML for beginners!,"In this video we will talk about the perceptron and code it together! 🧠 
Perceptron is single node in an artificial neural network 🤖
It's an an algorithm (a set of instructions) 📃 that's meant to mimic a neuron inside a human brain! We will discuss all the different components of perceptron and in the very end - we'll of course implement what we have learned with Python 🐍 to fully understand the math and logic behind the concepts! 

💻 Get the complete perceptron code! 💻
https://wayscript.com/script/VlHE0uL8

(the above script runs on the cloud - no need to install Python 😉)

🛑 BEFORE YOU WATCH THIS VIDEO 🛑
Watch my Simple Introduction to Artificial Intelligence: 🤖🧠
https://youtu.be/mMc_PIemSnU

🛑 AFTER YOU WATCH THIS VIDEO 🛑
Watch my Error Function - Cross-Entropy Loss Tutorial:
https://youtu.be/EJRFP3WmS6Q

****************************************
              🧐 TIMESTAMPS 🧐
****************************************
00:00 - perceptron definition
00:33 - real life example
01:40 - perceptron example
             02:04 - perceptron input
             02:15 - perceptron weights
             02:45 - weighted sum
             03:00 - threshold / bias
             03:20 - activation function (step function)
03:58 - key notes
05:04 - python perceptron
08:36 - thanks for watching!
****************************************

All the beautiful icons in the video are from:
https://www.flaticon.com/","['artificial intelligence', 'ai', 'machine learning', 'ml', 'perceptron', 'neuron', 'neural network', 'input', 'output', 'activation function', 'step function', 'threshold', 'ai for beginners', 'artificial intelligence for beginners', 'machine learning for beginners', 'basic neural network', 'basic perceptron', 'perceptron example', 'ai tutorial', 'artificial intelligence tutorial', 'simple ai', 'simple machine learning', 'python ai', 'python perceptron', 'python step function', 'python machine learning', 'python', 'bias', 'weighted sum']",2021-06-03T17:00:13Z,57788,2767,,228,PT8M55S,hd,true
