video_id,comments
y8PR4lTAh5E,"['But if we open a pdf file without any images, it will throw an error (of course..).. how can I prevent that?', 'Super! Love you!', ""by the way, a few lines of code related to the pdf text extraction is deprecated. Sorry if you already know. I've included them here: \n        # read_pdf = PyPDF2.PdfFileReader(file) # deprecated\r\n        read_pdf = PyPDF2.PdfReader(file)\r\n        # page = read_pdf.getPage(0) # deprecated\r\n        page = read_pdf.pages[0]\r\n        # page_content = page.extractText() # deprecated\r\n        page_content = page.extract_text()"", 'Hi Mariya, it seems you exploit some kind of softwarre to plan the layout, would you please recommend more of them? And again, all the image files I extract must pinpoint the absolute path or it is not working. How could I fix it?\nBTW, getObject is deprecated and was removed in PyPDF2 3.0.0. Use get_object instead, and getData is deprecated and was removed in PyPDF2 3.0.0. Use get_data instead.', ""Why the Lord hasn't implemented a function in our real life environment to disable heavy russian accent?"", 'thanks for greate tuition', 'You are amazing, beautiful and helped me to make a GUI mor nice with this video.', 'Hi I tried to open some documents which contains both images and texts but I was getting the following error:\r\nselected_image = display_images(images[img_idx[-1]])\r\n\r\nCan you (or anyone) please let me know how to fix it?', 'Hello, thank you so much for this tuto, i have one issue :\nwith some pdfs, i get this error : NotImplementedError: unsupported filter /DCTDecode \n\nCan anyone help me please !?', 'Great video. Is it possible to create multiple pages using buttons to navigate but to use the grid setup to place everything?']"
2eD8PK4VBCI,"['Thanks a lot you very help me . can you do tutorial about  scrap Facebook comment plz cuz I need', 'Hey Can you tell me how to scrape Facebook group members information like phone numbers or emails I need this', 'I want to meet u and develop with u a new baby', 'I really love you (｡’▽’｡)♡', ""I figured out this channel's name. She is hot, therefore there will be people who will simp around her. Python SIMP(l)ified."", 'Thanks a lot. I have encountered an error `IndexError: list index out of range` at this line `images.append(img[1].get_attribute(""src""))`. Any ideas?', 'i need a double like button', 'Ohhh boy you got your computer.', 'Helo, i need some help regarding web scraping', 'So excited 😁']"
obNlpLF4HW4,"['И чем не довольна эта мамзель?', 'What mic and camera do you use?', ""If you have another computer, you could use it as a terminal for a cloud based computer you can connect to and configure with all the specs you need. CPU, GPU and RAM could also be changed accordingly to your need from time to time, while mantaining the same disk drive and OS. It is a costly solution but it could make you productive in the short run. Otherwise you could get a preassembled desktop or laptop (check The Framework laptop... very interesting and upgradable in the future if their project survive). Otherwise I don't see anything wrong in using bots to buy parts for you."", '0:59 This gesture is as if you are of Egyptian origin !!!  Just kidding. I really enjoy your channel keep it up. Love', 'This gesture is as if you are of Egyptian origin !!!  Just kidding. I really enjoy your channel keep it up. Love     1:00', 'You are so beautiful 😍', ""PC parts are really hard to come by. In India though, at least in the city where I live, everything is still available at a decent price, EXCEPT FOR GPUs!!! Now I am a gamer/teacher/programmer.. I need my GPUs!! Thankfully I have a GTX 1060 on my PC and a GTX 1050 in my laptop, let's see how long these last!"", 'Please, Teaching English for us.. please. Your English is so beautiful', 'this is just a problem of bitcoin miners buying everything they can.', 'Just buy old hardware if  replacement is needed. It good to have a replacement, before the PC is no longer useable.']"
P4F3PzCMrtk,"['This is all great but how can this actually be applied with real data? What if you have three lists, each one of them formed from a  dataframe column  with 120,000 rows/values in them. Instead of typing in four numbers to make it easy, how would you actually modify the code to use REAL data?', 'Hello thank you for this amazing video can you help me about how to display a graph in tkinter canvas', 'Thank you for that!\nI really liked.', 'Graph not showing up?\n\nPut this at the top under the first import:     import matplotlib.pyplot as plt\nPut this after all of your code:                        plt.show()', 'ylabel and xlabel arguments only works with pandas version between 1.0.5 and 1.2.0.\nYou can replace by doing:\nimage = graph.plot(kind = ......\nimage.set_ylabel(""Y axis text"")\nimage.set_xlabel(""X axis text"")', 'Mariya, thanks you so much friend !! that was so smoth and well explained', 'Thanks for the helpful video!', 'thanks for getting to the point!\nseriously, all this documentation and 1hr videos tell you the whole history of pandas before the basics.', 'Your videos are excellent. Do you have someone explaining Sympy? I need help with this library.', 'Awesome. You are full of surprises.\nThe beautiful solution is presented by the beautiful girl.\nI assume that you spent much time preparing and presenting this 10-minutes video.\nNice job.']"
2RocXKPPx4o,"[""Hi, I got this two errors when I try to run the first part of the code, I'm stuck at the logo.\nTypeError: function missing required argument 'pmax' (pos 4)\nException: Error parsing DearPyGui Marvel::draw_image command on line 16.\n\nCould you please help me with that?"", 'hello thanks for sharing, try to compile the program but the syntax is outdated, what would be the way to do the ""CALLBACK""... blessings 🙏🏻', 'lol, u keep changing ur favourite code editor', 'There is a new version of dearpygui, everythng changed', 'thank you for your lecture so,', 'Smart and Pretty', 'Hey my wonderful teacher', 'Why do u make it look so easy are u typing or just mashing a keyboard', 'Do u really code. Or do u just do vids for pp or just voice over videos?', 'Love this. Python. Beauty. Sexy Accent. What more could you ask for in a Python tutorial ❤']"
itRLRfuL_PQ,"['hey angelll hii', 'Hi, thank you very much for your explanation. I tried in my Linux Ubuntu 22.04. It is expecting some modules are missing. I tried several way to rectify it but not possible.  My error is  ""ImportError: cannot import name \'ImageTK\' from \'PIL\' (/usr/lib/python3/dist-packages/PIL/__init__.py)"". Kindly help me out. Thanks and regards, Raju from India.', 'Just an fyi, CD in terminal means change directory not ""current directory"". Doesn\'t take away anything from your great tutorial though, thank you very much', 'Genial!... muchas gracias. Excelente ejercicio.', 'Love watching your series. Super informative.', 'Please do a short for activating an environment I just created on CMD using CONDA 3 prompt', 'hey Mariya, how about a tutprial about customtkinker', ""My only problem is that your code was to small... I'm watching on my mobile phone...."", 'NiceGirl', 'Cd is change directory. Current directory is PWD']"
iJGvYBH9mcY,"['what happened if the post is not an image? IG lets you upload videos.', ""Any reason why the search box cell won't be working? doesn't seem to like the placeholder method"", 'Cool vid Maria! But on the days there isn\'t a ""not now"" button, the whole code grinds to a holt. To know how to add a function where if the ""not now"" button is present then code clicks on it and if it isn\'t present then the code skips to the step would be awesome!!', ""You're amazing!"", 'This is amazing. Thank you very much.', 'I feel like a russian patriot watching this video  🤔😎', ""Please, I can't scrap the airbnb site. How can I scrap it and take all the prices and location and rate of houses in a country? I'v tried in all ways, but couldn't."", 'You explained Selenium very clear. Can you also explain in a video on how to prevent to be detected as a bot? I read many post on stack overflow but Selenium still got detected as a bot, even on the first page load.', 'Many thanks for the great video! awesome the new version forces to chose a selection of cookies, so before username and password step, it is valuable to add:\ncookies = WebDriverWait(driver, 10).until(EC.element_to_be_clickable((By.XPATH, ""//button[contains(text(), \'Uniquement autoriser les cookies essentiels\')]""))).click()', 'Search for a certain hashtag is not working at all']"
mzbJd0NhW2A,"['Такая соска с этим макияжем)) What a makeup!🙃', ""Hello! I need some help with\ndata = coraline + alice + brothers_grimm\ndata[:10]\n\nthis is the output i'm getting:\n['parent',\r\n 'indirectobject3',\r\n '0',\r\n '139674796863440',\r\n 'resources',\r\n 'procset',\r\n 'pdf',\r\n 'text',\r\n 'extgstate',\r\n 'indirectobject33']\n\nnot sure what's going on.. would appreciate any help! \nThank you for the amazing videos you make."", 'This video was more confused... I have not understood what you did at the beginning and stopped.', ""Could you provide a breakdown of neural networks in general, on the coding side, similar to your OOP/classes video?  One where you go over the basic parts of an individual neural network, one at a time, and common variations or pitfalls, in that OOP/classes video's visual style?"", 'I think this is not needed to pass something in super() when inheriting a class. super().__init()__ should be enough', 'You know that’s crazy I had to make flashcards a lot of a lot of flashcards to remember projects or words thank you … but I do love to play with my circuit board yeah I know how many raspberry pies I buy computers I buy it’s a lot lol', ""Finallyy someone who can get to the meats and potatoess! Best video I've seen!"", '💋💋💋💋💋💋💋💋💋💋💋💋💋💋💋', 'This lecture assumes you already know what pytorch is, what embedding_dim and linear1 linear2 etc. mean.   There is no explanation of these terms in this lecture.  :-(  I might come back some day and watch this video again once I have the preliminary mathematical understandings.  I do appreciate all the hard-work you are putting into making these videos (and I have enjoyed several other videos you have made ... but this clearly out of my league for now).', 'Machine Learning FOR BEGINNERS 1, 2 3, of course, but Pytorch 4 and 5 are too much for a beginner.']"
GTyTG3XzPq8,"['do you have Reinforcement Learning videos? \nor NEAT ?', 'Great video.  Please use a larger terminal font size, I can just barely read it.', 'Hi Mariya... Thanks for the Nice & clean Explaination. 👍\n\nCan you please make videos on Optimizing such Naive NN & Advance AI                       : )', 'Marvellous.', 'anybody else getting RuntimeError: Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!', 'Is it normal to not understand ?', 'Machine Learning FOR BEGINNERS 1, 2 3, of course, but Pytorch 4 and 5 are too much for a beginner.', 'Very cool! And very happy I found this channel!', 'Single?', 'I get confused, need Aspirin ASAP...']"
FZ5baopI_mo,"[""what is holly smoke, is it Python's GOD?"", 'thank you', 'I love how you make things easy😍', 'great video very easy to understand. Why you have to install python twice tho? just wondering', ""do i need to create virtual environment for every code that i am gonna write?\r\nWhat if I didn't create any virtual environment and got into this issue  , will it be fixable then ?"", ""Doesn't Python comes pre-installed with anaconda . I am confused ?"", ""[ 2:01 ] You probably shouldn't just click yes to a bunch of stuff. You should probably inform the viewers that installing these beefy apps on the OS-drive may slow down their computer. Also, is it just me or did you not tell us where to download Anaconda from?"", 'Jupyter is asking for some token. Is there some other notepad you use. I want the setup video of that please mam...', 'Thanks :)', 'Hi 😃\nIs it same to create environment from Anaconda navigatorEnvironments?\nIs is so easy from there\nAnd how can i update my anaconda, my jupyter notebook is too old and when i use conda upgrade jupyter it is updated but, in environments sections there are 32 updateable package that can not ve upgrade? Why\n\nThanks']"
NSHsaG2a4WU,"['Can I get a job with turtle drawing along', 'Você é brasileira reconheci pelo sotaque!', 'Background music  is annoying', '❤️', 'you da hottest  . Dios te bendigas nena : D', 'Thank you so much 🥰❤️', 'Hi :) great video thank you. Do you know a way to use the imagestat module of python to compare the RGB histograms of two images? Thank you', 'How can I employ python pillow library in autolisp programming for kml file extraction?', ""I am grateful for this tutorial. I used some of this video's content to complete a task set by my professor: to write a program that will process a black and white image, identifying the border pixels, and colouring them red."", ""11:43 well it's _monochromic_ to be exact.""]"
mAMTXJJQBDI,"['watermelons! 0:47 i mean.... Watermelon! yeah...', '😍', 'How i can to send it to plc please', 'Really good presentation.', 'It worked, my brain got bigger but not where I wanted it to! XD Too disctracted by talent, too much talent!', 'Btw. at 4:59, the calculation is right, but unneccessary complicated: 85% of 256 is just 256 * 0,85.\nCalclating a percentage is really easy: Just shift the comma two digits to the left (which is equivalent to devide by 100) and multiplicate that result with the amount u need the percentage from.', 'Do you have a python or java video on filtering specific colors? As an example, load image, cycle through x by y for 00FFA6  output result? And the next question is how would you do this for a web cam feed? Thank you! Keep up the great content.', 'great. but just one doubt. why the intensity ranges from 0 to 255 why not other number as 511 or 1023?', 'Thanks a lot ! Clear and complete description. I have solved a important issue for my exam in Artificial Neuronal Network at Uni Trento - Italy.', 'I love that woman. End of discusion. Sorry if that makes me a sexist pig or if it is inappropriate.']"
MJ1945J_W0c,"['Cool tutorial, \nThanks for posting!', 'Beautifully told the story with data. \nAppreciate how you make complicated things simple and easy.\nתודה לך\nתמשיך בעבודה הטובה אחותי!', 'any way to integrate this with tradingview? if so that would be super amazing', 'amazing content ! one of the best explenations', 'You look like Emilia Clarke in this video ☺', 'Is it possible to make exe (app) from jupyter notebook?', 'Great!!!', '👍🏼👍🏼❤️', ""Very nice , thanks alot for you.\nI'm so happy to watch your video."", 'I love Matplotlib, it is a wonderful library. Try to use Blender for visualizing the same data. It just unlock the data storytelling.']"
drDdb1MBBfI,"['Awesome!!!', 'thank you', 'رائع', 'Great video!', '""Dabble-yew, get"" 🤣😂😂', 'What if the image is not stored in the img tag on the website...?\nI faced this problem this morning the\nThe website i wanted to scrap store\'s image url this way \n<div class""something"" style=background-image: url(""the link for the image"")> that kind of websites uses css\nAnd using sop the regular way can\'t scrap images from websites that uses this method \nI have managed to find a way to bypass that,\nam planning to release the code on GitHub \nI spent the whole day working on it and learned a lot to be honest', 'Nice tutorial', 'Hello a technical question: can we web scrap an html table when a login is required for access to that page? (assuming we have the credentials ofcourse)', ""Thank you dear...you're most beautiful data acience creator in this universe ❤️"", '👏👏👏👏👏👏👏👏👏']"
ySNSY7iiBDY,"['Could I respectfully mention a slight efficiency in getting onto one line ""item = item.text.replace(\'\\n\', \' \').', ""very cool video i learned a lot!  note, for the EXAMPLE section, the tag has changed from 'div' to 'section' that will help. thanks"", 'Could you please help me.. I was extracting the value from the html  <td style=“something”> 5.89 </td>  I want to get the value 5.89', 'Hi Mariya, thanks for your tutorial. Would you please explain in a new video, how to iterate a search in a web page search box (business directory), from a list of about 30 company names stored on a Excel column, scraping some specific data from results html (eg. VAT number, adress) in a new csv or xls file? Thank you!', 'I swear to God I’m in love with you….', 'Hello a technical question: can we web scrap an html table when a login is required for access to that page? (assuming we have the credentials ofcourse)', ""only if u didn't this is actually being done to create a database, it would made me feel discouraged, as I never understood before the use of webscraping ... thanks 😄"", ""I love this channel. I'm learning so much from these fantastic tutorials."", 'leaning from you is a beautiful task', 'Great, thank you']"
VDg8fCW8LdM,"['Can you teach Artificial intelligence RNN, CNN etc...', 'when \nimport pandas as pd\r\ndata = pd.read_csv(data_file, sep=\'/t\')\r\ndata.head()\nthe output is:\nFileNotFoundError                         Traceback (most recent call last)\r\n<ipython-input-27-c352c0835dae> in <module>\r\n      1 import pandas as pd\r\n----> 2 data = pd.read_csv(data_file, sep=\'/t\')\r\n      3 data.head()\r\n\r\n7 frames\r\n/usr/local/lib/python3.8/dist-packages/pandas/io/common.py in get_handle(path_or_buf, mode, encoding, compression, memory_map, is_text, errors, storage_options)\r\n    700         if ioargs.encoding and ""b"" not in ioargs.mode:\r\n    701             # Encoding\r\n--> 702             handle = open(\r\n    703                 handle,\r\n    704                 ioargs.mode,\r\n\r\nFileNotFoundError: [Errno 2] No such file or directory: \'/content/drive/Drive_Saya/smsspam/spam.txt\'', 'U shake alot', 'Possible noob comment:I had to turn off ""convert uploaded files to google docs""  otherwise it would rename my txt files and then I would get an unable to find file error.', ""At first, I was confused and wasn't sure I was going to be able to do this one. I ended up getting the txt file from your github, so no problems there. However, on one computer (running same Linux setup), I was having problems getting Pandas set up. Went to my main PC and everything worked out just fine."", 'This dude is legit📌⬆️⬆️thanks for the quick delivery and successful deal💯', ""This is nice but the video's visuals and heading made me think that you will actually create a mobile app, which in fact you didn't."", 'Awesome. Followed it from start to finish. Learnt so, so much! Did a lot of google searching  as a follow-up to your coding. You style of informing and teaching is the best I come across. Thank you so much for the time and effort you have put into this video.', 'Thank you , could you adding one of embedding techniques such as GloVe  before classifier to improve the results?', 'can this be made into an android application?']"
3YUfWCjCcko,"['thank you a lot', 'the best thing on the video is she 🤣😅😅', 'Thanks !', ""Hi hello your country \nMy country India Tamil nadu\nI don't know English not taking \nIt is python syllabus correct \nIs not correct is1year above \nThis videos super speech puriyala\nYou look beautiful"", 'thank you very much for your course, i am very interested to learn python language with you. I look forward to lesson 4. Thank you.', 'You have special skill to teach\n\nthank you for the tutorial', 'I was expecting a biigger python playlist when will the course be updated?', 'Hi Mariya! Thank you for the very clear instruction and relaxed delivery style in this series.\nAs it has been a year since this video, and looking at a previous comment & response, am I correct in assuming that you will not be coming back to complete this particular series?\nIf that is the case, can you recommend a point/video/playlist on your channel that would be the best place to continue?', 'please make a video on OOPs😀', ""I have a suggestion for you if you don't mind mam..\nI've seen your content and it's good but you should focus on videos like the webscrapping or that spam message ones...see if you teach python that's not gonna do anything..cuz there are millions of tutorial on the internet that teaches python basics...you should make videos applying the Python in real life scenerios..like your recent ones..so that's it..thank you if you were listening till the end..also...your tutorials are amazing""]"
xUhPxj8if0U,"['Thanks mam🙏 you are a blessing for us beginners.', 'Thanks !', 'Thank you for the amazing lesson! Truly beautiful!', 'Perfect video for true beginners learning data types in Python. This channel is absolute gold!', 'Loving all your videos!', 'Nice lessons.  Please can you continue this type of lessons?', 'Thank you!!!', 'I like. you demonstrate how dangerous this virus is... lol. or not really...', ""I'm a beginner in python and another programming language. I need some tutorial about data, like you say tuple, list, set etc. I hope you will make video about that....\n\nthank you...🤗"", 'nice video now explain loop ""for"" and ""while"" pls but focus more on for because its harder for me']"
jp_3NOKHn9c,"['Have you looked at JupiterLab?', 'u are beautiful', 'Super Duper ', 'great video... but your pronunciation of Kernel drives me nuts, lol. It\'s pronounced ""kur-nuhl"" or ""kur-null"", not ""kur-nail"". Like a corn kernel or colonel in the military.', 'Great video! Had me in giggles about goat herding after the plague. Having done my fair share of goat herding, there was me thinking that Python was a better post-apocalyptic bet. Lol!', ""Great introduction! But I am confused due to couldn't find Python 2 and 3 opinions in Jupyter, so I spent extra time creating them."", 'What do you think about Visual Studio? I used that before but now that I have a fresh install of windows 11 trying to figure out what python i want to install. Thanks!', 'Great video.\nPS: I also play CIV VI :)', 'Now you can upload your local files:\nfrom google.colab import files\ndata_to_load = files.upload()', 'Nice']"
wmgyXK84TR0,"['I keep getting an ssl error', ""What is a benefit of having this beast instead of PIP?\nAlso too, would you be so kind to stick installation commands for suggested packages installation?\nI have made so many typos while installing it's beyond the joke ;)\nMany thanks for your hard work!"", 'Excellent!', ""Hey M, how are you doing today?? I'm just passing by to tell you something... I finally decided to start with Python from the very beginning and chose you as my Master Jedi. I'm pretty sure this is the best and right side of the force!!! I'm really excited about it!"", '🙃💕🤣', 'thank you', ""Don't mind me, I just come here to watch your first video ahahhahahah xD"", 'Soo you started a year ago🤔', ""I wanted to learn from you - that's why I ditched everyone else on youtube - Wish me luck ! :D"", 'New version of python needs to be install with a small change ->  ""conda install -c anaconda python"", it was working for me.']"
JPHS10dt_CY,"[""It's not related to ML and Data Science, but I miss your long hair 😉"", 'dùng những video này để tìm hiểu thêm và lấy động lực ngồi vào học', ""I've slept through high school Trigonometry is it a pre-requisite?"", 'Love it. Especially your experience when facing error from the library. Thank you a lot for compiling these resources.', 'Please  send one video I want to learn sql', ""I was just browsing this course a few days ago and looking for some review and then there is your video! It's really informative, thank you so much. I'll definitely try it out after I finish other courses on Coursera! 😍"", ""I'm in love with the way you are talking about DS!)"", 'Thank you, again, Thu Vu.  Like button is smushed!', ""I appreciate you recommend these specific books together with the course, as I noticed online courses typically don't cover the subject on a very deep level. This course seems to stand out as it is a package covering the 3 building blocks of DS. Nice that they have a free trial to check it out - as what would really sell the course for me is if it has plenty of high quality interactive assignments :)"", '@1:20 Positive definite refers also to the quadric equation you were trying to optimize.  Yeah, the problem is that students in multivariable calculus know how to use the ""second derivative test"" to find extreme values of functions of two independent variables, but they never read their textbooks showing where the ""formula"" comes from.  Doing so would reveal how to solve this problem in your vid.  The positive definite part is simply the ""formula"" that students were using when it\'s greater than 0, which students memorize as knowing then that the function has a max or min, and not a saddle point.']"
hucuMCZBbIY,"['are you trying code or goat? but other then that your english is very good', 'Do you think the number of vacancies in AI will increase? \nAnd how much harder will chatgpt make finding a job for newbies?', 'deskilling is a real thing. im 31 and i continue to encounter adults, american born english speaking adults, who cant read. WHO CANT READ. not to make fun. i only learned to read by reading sadly,the  harry potter series, when i was in the 6th grade. whats my point? deskilling was already a problem. smart individuals will always teach themselves', 'Top quality content nicely conveyed. Thanks and congrats.', 'That was very nice. Thank you 🙏 😊', 'ChatGPT  should be allowed in data scientist role...it speeds yp the work', 'Have the salaries of pilots decreased (as a consequence of ""deskilling"")?', 'i love it the video, i  like very much the sentence: ai will not replace you, one person use ai  will replace you. is so true. as always your content is awesome and i always enjoying  your vidoes, very thanks for your time and dedication 3:', 'Provide the arguments used by the presenter to sustain that ChatGPT cannot substitute a data analyst or data scientist\nThe presenter argues that although ChatGPT is one of the most powerful language models to date, it still has many limitations and is unable to fully substitute a data analyst or data scientist due to its inability to understand definitions and abstract concepts, its lack of robustness, and its reliance on human feedback. The presenter also points out that ChatGPT cannot create new creative ideas or concepts, and is better suited for specific tasks rather than entire processes, which require expertise and the right foundation in statistics, math, and domain knowledge.', 'Amazing, great video!!']"
tpGawyNMRLM,"['Start planning for your new year with Notion, get started for free:  https://ntn.so/thuvu', 'May I digress for a moment, How long did you spend for making this video?', ""Please don't stop making videos like this. Super helpful!!! Can you share your portfolio website link?"", 'Amazing tips!', 'Very useful video! Continue creating content like this ', '1) minute 3:32 , I read ""Witcher ep3: Network visualization with three.js"". I generally don\'t like spoilers but this time it could be a life saver as I don\'t know anything about Java (apart few libraries lines of code) 🥲\n\n2)I joined Data Analysis for plots and colors so I love the way you always take your time for adding icons and background when creating pages in Notion 😊😊', 'I work at fedex and i just saw your play button on the conveyer belt! Its on its way! 😂', ""I don't like notion but,\nI will use it because you recommend it,\n I will give it a try."", 'Hi Thu! What React Native course are you taking? Do you have any recommendation? Thanks!', 'Can you recommend some of the best books to read for beginner ?']"
_8EV4tdJY2M,"['Perhaps u can use Emacs as the tools for keeping track of your task although it might take times to take up this', 'Next video: ""Procrastination like a way of life""', ""I really like your content, Thu, currently the most informative, entertaining and otherwise quality content for me on youtube. Peter, however, seem very overconfident and it's actually quite annoying (i'm sorry, just being honest) to hear another man repeating the same old productivity tips with confidence of being a teacher. If I wanted a guy explaining me obvious things, I just need to check back in at my work. I get what you aimed for and I REALLY appreciate it, because organization of learning and improving in ml, python, r, libraries, statistics, and creating project is also a problem for me, but somehow the vibe of this video was too overwhelming. Please, consider including a paragraph in your collaboration agreements that you don't necessarily need to publish the video if you don't feel comfortable with the result. ♥ looking forward to your next video! Have a great day! :)"", ""Loved this video!!! So helpful since I also use Notion (dedicated for my Python learnings since I have a roadmap of courses to become a software developer) and I also use the Apple Notes app (dedicated for regular personal notes) and theThings app (dedicated for to-do's and lists to keep me on track everyday/weekly/monthly, etc.) 😊 I really liked when Peter spoke about how he has a lot of intrinsic motivation but he tends to get stressed quickly because I can definitely relate to this so I don't tend to set too many deadlines unless I really need to. Will watch Peter's version of this video next haha!!!"", ""Ma'am can you tell how to learn SQL & Python"", ""Hi Thu, just came across the online degress video it was very useful and something I'm thinking of. One thing which I'm facing(along with the online degree) is how to switch jobs. When you changed your job(i think I head you saying it in one of your video) did you quit before getting the job or after you got your offer letter? \nWould love to hear it form you and great work"", 'Great video..very relatable!', 'Thu looks anxious waiting for affirmation from Peter 😅, I feel it but pls correct me if Im wrong. Anyway, stepping out of your comfort zone is a great thing. Keep it upp!!', 'I like the word system Thu. Keep up your system !!', ""Thanks a lot for another flawless and inspiring video! :) I've personally used Notion for a while but I never thought about it as a to-do tool - the provided template is perfect!""]"
QnGotm29cZE,"['I had to buy a treadmill for the video intro.. 🥲', ""I think I have a video idea for you. So, I'm a data analysts doing a ton of model building, automated task development, presentations with visualizations.\n\nMy question is when does the data analysis & data science end and when do you consider you're doing back end/front end development as a software development?"", ""Might be my new favorite channel. First I've seen of you."", 'Love u it helps a lot', 'Amazing! I am watching two videos everyday. very helpful.', 'You are truly kind person. Thank you very much for your guide about data science roadmap ✈️', 'Hi Vu,\nI checked out the link on datalore and I must appreciate the fact that this is elegantly put together.\nThank you for putting this together for us. Keep up the good work.  ', ""It was an amazing road map unnie ! Waiting for 'Deployment' video eagerly . 🙂"", 'Great Video, Also i am a Full stack web dev, What would be the learning curve and how much time would it take for me to switch to DS/ML?', ""Your channel is a big help! I have wanted to transition to data science coming from a fund accounting background and didn't know where to start. That's when I came across your channel and your videos are always so informative and inspiring. Thank you so much and I hope you continue to help a lot of people! :D""]"
ZfN8nG0luig,"[""I'm enrolled in a course in AI and machine learning, which also includes some data science subjects. I don't know anymore. I feel like if i don't enjoy this field, then it'll be doom.😅😅😅"", 'I’m graduating this Spring with a BS in Mathematical Science and a data science minor! I’m hoping that this degree combo would make me marketable 😅 for data science jobs.', 'Hello!\nFirst of all thank, you very much for your motivating content!\n2. I really like the shelf on your desk, any tips where can I buy something similar?', 'I agree with your theory that jobs in data science are poised to get better / more relevant / more efficient per capita.', 'The best description ever of the economical situation without any propaganda or double message. Outstanding . ❤', 'How is Aston University for MSc in data analytics?\nWhat do you think to study abroad plan(MSc data analytics/business analyst) in this recession.', ""I don't see the companies HR knows where to find talents. I tried to raise attention in my past company that there was an elephant in the room that C officers need to tackle. As a result, I was laid off in late 2019. However I started up my business during pandemic to build my abilities in Accounting, Marketing, Operating business etc. Still with my transferable ability from Inflight entertainment industry, I was not able to get an interview in Netflix, Apple  TV or Disney+, as I found room of improvement in the user experience in those platforms. I keep working my best in my own business and trying to develop youtube content/podcast and hopefully one day those OTT company found me."", 'Cảm ơn Vũ vì đã truyền động lực cho mình. Mình muốn hỏi một điều là làm data analyst có cần phải giỏi tiếng anh không bạn. Tiếng anh của mình nếu thi Ielts thì cũng chỉ tầm 7.5-8 và kĩ năng viết của mình không tốt lắm. Mình sẽ cải thiện. Trước giờ mình toàn chọn những công việc technical một tí và luôn tránh xa những nghành đòi hỏi tiếng anh. Mình muốn thay đổi một lần. Cảm ơn thời gian của bạn!', 'the 1337th like was me, i couldnt resist 😁', ""I'm a believer that we should never abandon our chosen paths due to macroeconomic conditions. Instead, continue to forge a path, invest in education and personal growth, push the envelope by adding layers to your skillset, improve your portfolio, network and teach others. Eventually, once the tide turns you'll be in a far stronger position than others who have less faith and change with the shifting sands.""]"
GM8nrVBFdFo,"['Hey data nerd, thank you for watching! 🙌🏽 Let me know if I missed any data viz mistakes below 👇', 'Amazing video, super helpful. Thanks', 'Chị làm thêm về data visualization tại (13:30) đi ạ, nó quá ""cool"" luôn ấy !', 'Thank you! This video was realy helpfull. It would be great to see one more video about data visualization.', 'This video, it brings tears of joy to my data visualization eyes.  haha', 'Excellent video! 🤩', '☺️ 𝖕𝖗𝖔𝖒𝖔𝖘𝖒', '@2:48 Killer!! 🤣🤣 poor stakeholders!!', 'Would be cool if there was a space where we could share charts and graphs to inspire and receive feedback from each other.', 'Great video love the way you explain the things thank you so much 😊']"
GYxiuFRkS58,"['Implementing it', 'Im Data Analysis, not Data Science. Can you make a video about projects for DA?', 'thanks', ""That's what we call data Analysis, not data science"", 'Already done most of the things lol', '👍🏽', 'Maam you are way more convincing than andrew tate.', 'Can you tell best books for data science to learn and that are available on Amazon', 'I love spirituality, philosophy, esoteric , occultism, hidden history of His Story , Outdoors, plants , animals , business, law , computers , robots 😂… and I’m not an expert, and that’s the problem , but I’ve been dedicating my whole life into those areas because I can , now Data scientists is opening a new world of possibilities I’m really interested 😅 , now I’m learning how to learn and organizing my life to use the brain 🧠 GOD gave me 😊❤. It’s a little bit intimidating to start it, but I know it’s possible, but yeah … I don’t know how that goes into the areas I like and analyze them in that manner , but I guess little by little I’ll figure it out with the career . \nNice videos and thanks for helping us 🙏🏼', 'I love the YouTube channel idea!!!']"
UmFwybBiDt0,"['Haha I’ll pitch the second book to my professors! Still using the older books, thank you!', 'It would be nice if you showed the books better or put them in the link.', 'Can you recommend on Python?', 'Thanks! What are the math that I should be learning for machine learning?', 'Can anyone share the Amazon link for buying', '❤️❤️❤️', 'Thanks :P added them books to my amazon wish list', 'what do you think of #neural networks from scratch in python""?', 'I want to get these books for free🙃', 'Hi Thu, great content. You read lot of books ! 😉, keep going, you are a genius.  Cheers, Adrian']"
