video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption
mTZ_dzcrV48,Python Simplified,Flask with Sqlite Web Application Preview - Upcoming Tutorial,,,2022-01-28T16:38:07Z,9546,496,,33,PT50S,hd,false
zN2Hua6oII0,Python Simplified,"Basic Guide to Pandas! Tricks, Shortcuts, Must Know Commands! Python for Beginners","🛑 Quick Correction to DATA MANIPULATION 🛑
data[""bmi""] = data[""weight""]/(data[""height""]**2)
No need for a ""for"" loop! it's slower and wastes resources - while the above example is perfect!

Hi everyone! Today we will talk about all the useful things we can do with Pandas! 🐼🐼🐼
Pandas is a Python library that's all about data structures and tables. In this video we will cover its important methods as well as all the tricks and shortcuts to get you to pro level within 20 minutes! 💪🤩

If you're curious about my IDE - I'm using Wayscript which is now available for the wide public! you no longer need an invitation, you can simply sign up with the following link: https://app.wayscript.com

⭐ Clone Complete Lesson Code: ⭐
https://app.wayscript.com/lairs/61300d18-58e7-4b8d-8889-74e22d70fe59/public

⭐ Wayscript X QuickStart Guide ⭐
https://wsxdocs.wayscript.com/quickstart

⏰ TIME STAMPS ⏰
**********************************
00:00 - intro
00:24 - install and import Pandas
00:38 - create a Data Frame
02:00 - add column name
02:37 - add new columns
03:52 - select column in Data Frame
04:17 - select value in Data Frame
04:37 - select row in Data Frame
05:30 - manipulate data
07:30 - save Data Frame to csv file
07:58 - comma delimited vs tab delimited
08:49 - save Data Frame to text file
09:11 - load Data Frame from file
10:33 - load SQL database to Data Frame
11:57 - head and tail methods
12:53 - filter data entries
14:00 - replace data entries
14:48 - remove columns
16:20 - add new rows to Data Frame
18:00 - remove duplicates
20:33 - thanks for watching!
**********************************

💻 IMPORTANT VIDEOS 💻
**********************************
⭐ Make SQLite Database of GTA games:
       https://youtu.be/Ohj-CqALrwk

⭐ Pandas Read HTML Web Scraping Method:
       https://youtu.be/oF-EMiPZQGA

⭐ Make graphs with Pandas:
       https://youtu.be/P4F3PzCMrtk

🙏 THANK YOU 🙏
**********************************
Thank you so much for watching! 😀
Thank you to Zapsplat for the ""swoosh"" sound effect: zapsplat.com
Thank you to Flaticon for the thumbnail icon: www.flaticon.com","['pandas', 'pd', 'python pandas', 'python data science']",2022-01-23T16:00:11Z,93097,3425,,195,PT20M52S,hd,false
we6ae9ivveo,Python Simplified,Code jam registration is over! official dates/teams announcement on Friday!,,,2022-01-18T22:46:45Z,6097,266,,32,PT35S,hd,false
szNOkNdMSjY,Python Simplified,Special Announcement : Code Jam 2022 is on the way! 🛑REGISTRATION IS OVER🛑,"Hi Everyone, this is a special announcement video!
My lovely team of Discord moderators and I are organizing our very first code jam!! 🥳🥳🥳

🛑 CODE JAM REGISTRATION IS OVER! OFFICIAL ANNOUNCEMENT ON FRIDAY JAN 21ST  🛑
Short Pre-Announcement: https://youtu.be/we6ae9ivveo

We welcome everybody to join us regardless of your level of programming experience. 
Our main goal is to mimic a start up company where people with different skillsets are working together towards the same goal. And we also want to experience all the different stages of application developments - starting from planning, design, development, production, etc.

If you would like to participate, please fill up the Google Form I'm including below - this will help us pair you with the perfect team! 😀

We really appreciate your help as it's the first time we're organizing such an event and without your input - we're not sure what to expect 😅

⭐ Sign up here (Google Forms) ⭐
 🛑 REGISTRATION IS OVER... SORRY, SEE YOU IN THE NEXT JAM! 🛑
        https://youtu.be/we6ae9ivveo

⭐ Join our Discord server ⭐
      https://discord.gg/WxDu2fNW3g

Thank you so much for watching and taking the time to fill the form! 😊
Also, thank you to flaticon.com for the icons!",['codejam'],2022-01-12T16:00:32Z,6462,406,,82,PT3M1S,hd,false
oF-EMiPZQGA,Python Simplified,Much Better Web Scraping with Pandas - Automatically Extract All Table Elements From a Web Page!,"In this video, I'll show you an INCREDIBLE shortcut for web scraping HTML tables!!!
This shortcut is a single command that skips the entire process of accessing the Developer Tools and finding specific elements on the page! 😱
We will use the 🐼 Pandas read_html method 🐼 - and extract a list of all the table elements found at a given URL (table headers, table data, table rows).
So with this single command - we actually end up solving a problem that took more than 15 minutes to solve in the recent Mechanical Soup tutorial!! 😵‍💫😵‍💫😵‍💫
(which can be found here: https://youtu.be/MkGQmZoMuRM)

But wait... it sounds too good to be true! where's the catch?? 🤪
Unfortunately, this method is restricted to table elements only and it can't be used for traditional web scraping perks such as logging in, filling forms or pressing on buttons. 
However, if scraping HTML tables is exactly what you seek - this tutorial will change your life!!! (well... maybe just slightly 😅)

***************************
⏰ TIME STAMPS ⏰
***************************
00:00 - intro
00:46 - install pandas and lxml
01:34 - read HTML method
02:22 - fix SSL Cert Verification Error and URL Error
03:08 - find a single table in read_html
04:26 - benefits and disadvantages of read_html over Mechanical Soup
05:01 - credits and thanks for watching!

📺 USEFUL TUTORIALS 📺
***************************
⭐⭐ web scraping databases with SQLite and Mechanical Soup:
       https://youtu.be/MkGQmZoMuRM

⭐ web scraping images with Mechanical Soup:
       https://youtu.be/drDdb1MBBfI
⭐ web scraping DOM elements with Beautiful Soup:
       https://youtu.be/ySNSY7iiBDY
⭐ interacting with LinkedIn using Selenium:
       https://youtu.be/7aIb6iQZkDw
⭐ web scraping entire Facebook image gallery with Selenium:
       https://youtu.be/SsXcyoevkV0
⭐ web scraping Instagram images with Selenium:
       https://youtu.be/iJGvYBH9mcY

🔗 USEFUL LINKS 🔗
***************************
⭐ complete code on Github:
       https://github.com/MariyaSha/WebscrapingDatabases/blob/main/scraper_Pandas.ipynb
⭐ URL used in video:
      https://en.wikipedia.org/wiki/Comparison_of_Linux_distributions
⭐SSL Certificate error fix:
     https://github.com/prisma-labs/python-graphql-client/issues/13

🙏 THANK YOU 🙏
***************************
Thank you so much for watching and for all your support! 
An extra special thank you to Ditto for suggesting the read_html method! 😀
Also, thanks to flaticon.com for the lovely icons at the end of the video

See you soon in a brand new Flask + Sqlite tutorial! 💟","['pd', 'pandas', 'read_html', 'read html']",2022-01-04T15:00:34Z,51191,2495,,163,PT5M29S,hd,false
r9IqwpMR9TE,Python Simplified,CUDA Simply Explained - GPU vs CPU Parallel Computing for Beginners,"In this tutorial, we will talk about CUDA and how it helps us accelerate the speed of our programs. Additionally, we will discuss the difference between processors (CPUs) and graphic cards (GPUs) and how come we can use both to process code.
By the end of this video - we will install CUDA and perform a quick speed test comparing the speed of our GPU with the speed of our CPU. We will create 2 extremely large data structures with PyTorch and we will multiply one by the other to test the performance.
Specifically, I'll be comparing Nvidia's GeForce RTX 3090 GPU with Intel's i9-12900K 12th-Gen Alder Lake Processor (with DDR5 memory).
I'll be posting some more advanced benchmarks in the next few tutorials, as the code I'm demonstrating in this video is 100% beginner-friendly!

⏲️ Time Stamps ⏲️
*****************************************
00:00 - what is CUDA?
00:47 - how processors (CPU) operate?
01:42 - CPU multitasking
03:16 - how graphic cards (GPU) operate?
04:02 - how come GPUs can run code faster than CPUs?
04:59 - benefits of using CUDA
06:03 - verify our GPU is capable of CUDA
06:48 - install CUDA with Anaconda and PyTorch
09:22 - verify if CUDA installation was successful
10:32 - CPU vs GPU speed test with PyTorch 
14:20 - freeze CPU with torch.cuda.synchronize()
15:51 - speed test results
17:55 - CUDA for systems with multiple GPUs
18:28 - next tutorials and thanks for watching!

🔗 Important Links 🔗
*****************************************
⭐ My Anaconda Tutorial for Beginners:
      https://youtu.be/MUZtVEDKXsk

⭐ My CUDA vs. TensorRT Tutorial for Beginners:
       https://youtu.be/iFADsRDJhDM

⭐ CUDA Enabled GPUS:
      https://developer.nvidia.com/cuda-gpus

⭐ Complete Notebook Code:
      https://github.com/MariyaSha/CUDA_speedtest

💻 Install with VENV instead of Anaconda (LINUX) 💻
*****************************************
❗install venv:
     $ sudo apt-get install -y python3-venv

🥇create working environment: 
     $ python3 -m venv my_env

🥈activate working environment: 
     $ source my_env/bin/activate

🥉install PIP3 and PyTorch+CUDA: 
     (my_env) $ sudo apt install python3-pip
     (my_env) $ pip3 install torch==1.10.1+cu113 torchvision==0.11.2+cu113 torchaudio==0.10.1+cu113 -f https://download.pytorch.org/whl/cu113/torch_stable.html

🏆more information about VENV:
https://docs.python.org/3/library/venv.html

🏆more information about installing Pytorch:
https://pytorch.org/get-started/locally/

🙏SPECIAL THANK YOU 🙏
*****************************************
Thank you so much to Robert from Nvidia for helping me with the speed test code!

Thank you to SFX Buzz for the scratched record sound:
https://www.sfxbuzz.com/

Thank you to Flat Icon for the beautiful icon graphics:
https://www.flaticon.com/","['cuda', 'cudatoolkit', 'cuda toolkit', 'parallel computing', 'parallel programming', 'multitasking', 'multiprocessing', 'multi processing', 'gpu', 'cpu', 'graphics card', 'graphic card', 'processor', 'computer hardware']",2021-12-25T16:00:12Z,127120,4621,,365,PT19M11S,hd,false
etvAL6iHRXw,Python Simplified,I've promised to capture the snowfall for all the folks living in warm countries! 😄,,,2021-12-20T18:27:15Z,4973,359,,69,PT26S,hd,false
yl7jGe5jkuQ,Python Simplified,"When ROG, Nvidia and Intel make a baby!! my 3090 12th gen DDR5 realness is officially ready! 😍😍😍",,,2021-12-10T16:50:35Z,5835,236,,58,PT28S,hd,false
MkGQmZoMuRM,Python Simplified,Web Scraping Databases with Mechanical Soup and SQlite,"Hi Everyone! In this step by step tutorial, we will extract a huge table of data from the internet and store it inside an SQLite database! 
To keep things simple I've chosen a Wikipedia table, but I highly encourage you to apply the same principles on data that updates a bit more frequently (for example weather forecasts) 😃

If you're curious about my IDE - I'm using Wayscript which is now available for the wide public! you no longer need an invitation, you can simply sign up with the following link: https://app.wayscript.com

⭐clone complete tutorial code⭐
https://app.wayscript.com/lairs/517c9eb3-a662-41ec-9fe8-c09b2a7559bc/public

⏰ TIMESTAMPS ⏰
***************************************
00:00 - intro
00:34 - imports and installs
01:42 - web scraping with mechanical soup
02:20 - select HTML table elements
03:47 - extract element attributes
06:11 - find the index value of a list item
07:13 - extract multiple columns of table data
09:44 - organize extracted columns
12:44 - enumerate function
14:02 - dictionary to data frame
14:53 - create SQLite database
15:36 - create SQLite table 
16:35 - insert Pandas data frame into SQlite table
17:26 - save data permanently inside database file
18:49 - thanks for watching!

💻 CODE AND IMPORTANT LINKS 💻
***************************************
⭐ URL used in the tutorial: 
      https://en.wikipedia.org/wiki/Comparison_of_Linux_distributions

⭐ complete code repository on Github:
     https://github.com/MariyaSha/WebscrapingDatabases

⭐install SQLite on Linux:
     sudo apt install sqlite3

⭐install SQLite on Windows:
     Download the Precompiled Binaries for Windows zip file from SQLite docs:
     https://www.sqlite.org/download.html

⭐install SQLite on MAC or Anaconda:
     no need to install - you already have it! 😁

⭐ code used in the tutorial:
column_names = [""Founder"", 
                ""Maintainer"", 
                ""Initial_Release_Year"", 
                ""Current_Stable_Version"", 
                ""Security_Updates"", 
                ""Release_Date"", 
                ""System_Distribution_Commitment"", 
                ""Forked_From"", 
                ""Target_Audience"", 
                ""Cost"", 
                ""Status""]

📽️ RELATED TUTORIALS📽️
***************************************
🌞 Much Better HTML table Web Scraping with Pandas:
       https://youtu.be/oF-EMiPZQGA

🌞 SQLite Databases for Beginners:
       https://youtu.be/Ohj-CqALrwk

🌞 Web Scraping Images with Mechanical Soup:
      https://youtu.be/drDdb1MBBfI

🌞 Web Scraping Text with Beautiful Soup:
      https://youtu.be/ySNSY7iiBDY","['sqlite', 'sqlit', 'sq lite', 'sqlite3', 'mechanicalsoup', 'mechanical soup', 'ms', 'python', 'python programming', 'webscrape', 'web scrape', 'automate', 'automation']",2021-12-05T16:00:12Z,76094,2630,,208,PT19M19S,hd,false
X5vRKLuVp58,Python Simplified,My Story of Assembling a Brand New PC Despite Part Shortage - Vlog 5,"In this video, I will tell you all about my PC assembly adventures and how I got my hands on the equipment you see in the background! 😍😍
I went for a brand new 12 gen built (yes, with DDR5!!! I found 32GB of it!!! 😱) with my dream RTX 3090 GPU (which was the component that started this whole assembly journey!)

In the next vlog, I will of course show you this beast after assembly and I will talk in much more detail about each of the parts, how they relate to one another, their specs, as well as exactly why I went for an Asus Rog build! 😀
This vlog is more about overcoming the current semi-conductor supply shortage and NOT GIVING UP!!! 💪💪💪
Keep hustling, keep visiting retailers, keep calling companies across your country and checking for stock arrival ETAs!! (Mid-January is what many companies say - however, I see that some parts have already arrived!)

⏰ Timestamps ⏰
**********************************
00:00 - Intro
00:40 - Nvidia RTX 3090 Graphic Card
02:14 - 12th generation hardware
02:31 - DDR5 Random Access Memory
04:28 - Police Vehicle Adventure
07:14 - Upcoming CUDA Tutorials
07:46 - Thanks for Watching! :)
**********************************

So what were the most difficult parts to get?? 
and 🤩 HOW CAN YOU GET THEM?? 🤩

⭐⭐ DDR5 Memory (RAM) - no online stock anywhere!!! and no backorders!!!
What worked for me: try visiting local retailers AS MUCH AS POSSIBLE! 
They get small quantities of these DDR5 sticks regularly but they end up selling them before they even appear in the inventory!
Also, always ask to speak to a manager as regular employees will most likely not be able to help you! 

⭐⭐ Geforce RTX 3090 GPU - finally available online! 😱😱😱
however, unfortunately - NOT THE FOUNDERS EDITION! 
You can find many other kinds on 🚨Newegg.com🚨 though! They currently have the Rog Strix Edition, MSI Edition, Gigabyte Edition, etc... 
I got mine directly from Nvidia and it will feature in a few upcoming 🐍CUDA and TensorRT 🐍tutorials as a result (both are Machine Learning tools to accelerate the processing time of your code). But I checked the stock on Newegg on the evening of Nov 27th - and there are no shortages!!!! yeeeey! 😀

⭐⭐ Rog Ryujin ii 360 Liquid Cooler - Backordered!
🚨 Please note 🚨 the Rog Ruygin 360 (without ii) appearing in this video is incompatible with my specific build! it doesn't support an LGA 1700 socket which is required by the Maximus motherboard! So ordering a bracket will not help! you'll need a full upgrade kit which I don't believe exists yet! 🙃
You can backorder it through many different retailers, not much stock yet, but you can reserve a spot! It's not semi-conductor related so the shortage is probably not gonna last for long, don't worry! 😁

🎵 Thank you notes 🎵
**********************************
Thank you Nvidia!!
Thank you to the Linus Tech Tips team!!
Thank you to the staff in Canada Computers, Port Coquitlam!!
Thank you to the Police officers for keeping us safe!!
Thank you guys so much for watching and I hope you enjoyed this vlog!! 😊
If you're struggling with parts - comment below and I will try to help!","['DDR5', 'DDR 5', 'DDR5 RAM', 'DDR5 Memory', 'Nvidia RTX 3090', 'RTX3090', 'RTX 3090', 'Geforce RTX 3090', '3090', 'Rog', 'Rog Maximus', 'LGA1700', 'LGA 1700', 'semi conductor', 'semi-conductor', 'part shortage', 'supply shortage', 'hardware shortage', 'canada computers']",2021-11-28T15:00:24Z,10227,514,,158,PT8M3S,hd,false
Ohj-CqALrwk,Python Simplified,SQLite Backend for Beginners - Create Quick Databases with Python and SQL,"🛑 PLEASE NOTE 🛑 we need to add connection.commit() after each data insertion command!!!
This will store all the rows permanently inside ""gta.db"", otherwise you might have trouble selecting from external files!!
Find out exactly how to do it in my follow-up SQLite tutorial: https://youtu.be/MkGQmZoMuRM

Today we will talk about Sqlite, which is a library known for its quick and simple databases. 
It is a database engine using the SQL language, which is probably even more intuitive and closer to plain English than Python (can you believe I'm saying that??? 😱😱😱)
With the help of Python, we will cover all the basics of creating databases, tables, inserting data into those tables, selecting and fetching database rows, searching data within the database and manipulating this data inside our code. All this - in less than 15 minutes!!! 🤩
(no wonder Sqlite is considered to be an incredibly easy library!)

If you're curious about my IDE - I'm using Wayscript which is now available for the wide public! you no longer need an invitation, you can simply sign up with the following link: https://app.wayscript.com

⭐ Clone the Complete Lesson Code ⭐
https://app.wayscript.com/lairs/536eeab2-7b37-43d4-a604-12373397680b/public/

Learn more about my Wayscript X:
https://wsxdocs.wayscript.com/

Request an invitation to join Wayscript X:
https://wayscript.com/wsx

📝 Starter Code 📝
**************************
release_list = [
    (1997, ""Grand Theft Auto"", ""state of New Guernsey""),
    (1999, ""Grand Theft Auto 2"", ""Anywhere, USA""),
    (2001, ""Grand Theft Auto III"", ""Liberty City""),
    (2002, ""Grand Theft Auto: Vice City"", ""Vice City""),
    (2004, ""Grand Theft Auto: San Andreas"", ""state of San Andreas""),
    (2008, ""Grand Theft Auto IV"", ""Liberty City""),
    (2013, ""Grand Theft Auto V"", ""Los Santos"")
]    

⏰ TIMESTAMPS ⏰
**************************
00:00 - Intro
00:27 - Starter Code Overview
00:51 - Create Empty Sqlite Database with Python
02:37 - SQL Cursor Object
03:02 - Create Database Table
03:42 - Sqlite Data Types
04:14 - Insert Multiple Rows of Data Into a Table
06:03 - Select and Print All Database Rows
06:47 - Select Specific Rows with Specific Values
08:29 - Combine Multiple Database Tables
11:06 - Manipulate Data Fetched from Database
13:04 - Coming Soon and Thanks for Watching! :)

🔔 Important Links 🔔
**************************
🐱‍🏍 Complete Code on Github:
       https://github.com/MariyaSha/sqliteBasics
🐱‍🏍 Sqlite3 Documentation: 
       https://docs.python.org/3/library/sqlite3.html
🐱‍🏍 Icons used in the video: 
       flaticon.com","['sqlite', 'sql', 'mysql', 'database', 'databases', 'sq lite']",2021-11-22T16:00:12Z,98948,3430,,255,PT13M32S,hd,false
wFEC7VbWBZo,Python Simplified,Python Learning Roadmap for Beginners - This is how I learned! - Vlog 4,"In this vlog, I will share my roadmap of learning Python along with examples and links to some relevant tutorials on my channel! 🙂
Please keep in mind that I didn't cover all the topics just yet... so an official fancy roadmap tutorial will follow! this one is just a warm-up, but I'm sure you will find it helpful as well, especially if you're not sure which topics to tackle first! 😵😵😵

⏰ TIMESTAMPS ⏰
**********************************
00:00 - big thank you to Mike for requesting this video! 😀
00:18 - data types and variables
01:25 - methods and operators
02:04 - control flow operations
02:40 - functions
03:03 - classes
03:57 - Numpy, Pandas, Matplotlib
04:31 - advanced Python libraries
05:19 - learning tips and motivation! 💪

📺 TUTORIAL LINKS 📺
**********************************
⭐ For Loops:
      https://youtu.be/dHANJ4l6fwA
⭐ Functions:
      https://youtu.be/aftw0WX4oCc
⭐ Classes and Objects:
      https://youtu.be/f0TrMH9s-VE
⭐ Forest of Objects Code Along - Practice Classes:
      https://youtu.be/-LsuiVGO-88
⭐ Basic Guide to Pandas - All you need to know!:
       https://youtu.be/zN2Hua6oII0
⭐ Ultimate Guide to NumPy Arrays:
      https://youtu.be/lLRBYKwP8GQ
⭐ Ultimate Guide to NumPy Operations:
      https://youtu.be/E1IPJOd7dWQ
⭐ Graphs with Pandas:
      https://youtu.be/P4F3PzCMrtk
⭐ Graphs with Pandas and Matplotlib:
      https://youtu.be/MJ1945J_W0c
⭐ Train Basic Neural Network with Numpy and Pandas ONLY!
      https://youtu.be/xpPX3fBM9dU
⭐ Machine Learning Databases with Pytorch:
      https://youtu.be/8z2oLfK2sIc
⭐ Web Scraping Linkedin with Selenium:
      https://youtu.be/7aIb6iQZkDw
⭐ Web Scraping with Beautiful Soup:
      https://youtu.be/ySNSY7iiBDY
⭐ Simple Greeting App with Kivy:
      https://youtu.be/YDp73WjNISc
⭐ Simple Mobile App with KivyMD:
      https://youtu.be/ah3JeHAfM0M
⭐ Web Application with Flask:
      https://youtu.be/6plVs_ytIH8
⭐ Extract Text from PDF with Tkinter:
      https://youtu.be/itRLRfuL_PQ
⭐ Trivia Game with PyQt5:
      https://youtu.be/9iZLDnW_vwU",,2021-11-15T14:30:18Z,60874,3370,,290,PT6M47S,hd,false
MUZtVEDKXsk,Python Simplified,Anaconda Beginners Guide for Linux and Windows - Python Working Environments Tutorial,"In this video, we will talk about the Anaconda toolkit and how we can use it to make our Python journey a bit more convenient.
🐍 We will talk about working environments and how we can create them on our computer.
🐍 We will also install different versions of Python inside these environments and combine them with a few popular packages.
🐍 We will discuss all the must-know conda commands.
🐍 We will install a conde editor named Jupyter Notebook.

The goal of this tutorial is:
a. to show the convenience of working environments.
b. to answer why I'm using conda in most of my videos 😜

🛑 PLEASE NOTE 🛑
*******************************
I didn't mention it in this tutorial - but you can still install Pygame with Python 3.5 (up to 3.5, newer versions will not work with conda!)
You'll just need to figure out which version of Pygame works with your version of Python!
So is Python 2.7 really a requirement? NO! I shouldn't have phrased it that way... but you might run into issues if you go for a later version! I got lots of questions about it and 2.7 seems to work great for everybody!
So if you got the following error:

UnsatisfiableError: The following specifications were found
to be incompatible with the existing python installation in your environment:
Specifications:
  - pygame - python[version='2.7.*3.5.*']
Your python: python=3.9

Just try combining it with an older version of Python and it should do the trick! 😉

⏰Time Stamps ⏰
*******************************
00:00 - Intro to Anaconda Toolkit
00:23 - What is a working environment?
01:52 - Install Anaconda on Linux Ubunbtu 20.4
03:35 - Create conda working environments
04:02 - conda: command not found ERROR FIX
04:52 - conda install Pytorch
05:15 - conda list packages
06:00 - install Pygame
06:56 - conda remove package
07:25 - conda env list
07:47 - conda update package
08:14 - update conda
08:49 - search for install commands
10:18 -  Jupyter Notebook
11:35 - Install Anaconda on Windows
14:20 - thanks for watching!

⭐ Anaconda Cheat Sheet ⭐
*******************************
https://docs.conda.io/projects/conda/en/4.6.0/_downloads/52a95608c49671267e40c689e0bc00ca/conda-cheatsheet.pdf

⭐ Learn more about Jupyter Notebook (old video of mine)⭐
https://youtu.be/jp_3NOKHn9c

⭐ My Simple Video Game with Pygame Tutorial ⭐
https://youtu.be/W-QOtdD3qx4

⭐ My Pytorch Databases Tutorial ⭐
https://youtu.be/8z2oLfK2sIc

⭐ My Web App with Flask Tutorial ⭐
https://youtu.be/6plVs_ytIH8","['conda', 'anaconda', 'anaconda python', 'conda install']",2021-11-09T16:00:12Z,92696,3207,,229,PT14M39S,hd,false
aftw0WX4oCc,Python Simplified,Learn Python Functions - Quick Python Project For Beginners,"In this tutorial, we will talk about Python functions and how we can use them to change the text colours in our terminal/console! 
We will begin with an overview of functions and we will finish with a quick (but useful! 💪💪💪) code project!

If you're curious about my IDE - I'm using Wayscript which is now available for the wide public! you no longer need an invitation, you can simply sign up with the following link: https://app.wayscript.com

Complete Code for Random Console Text Colour Generator:
https://github.com/MariyaSha/ChangeConsoleTextColour

⭐ Related Tutorials ⭐

What is RGB and how images can be represented with numbers:
https://youtu.be/mAMTXJJQBDI

Create RGB Images with OpenCV:
https://youtu.be/PtvN8ad9N3g

******************************
⏰ TIME STAMPS ⏰
******************************
00:00 - intro
00:14 - what are functions?
00:41 - Python functions
01:04 - local variables
01:24 - return statement
02:30 - function call
02:47 - function parameters
03:37 - function arguments
04:09 - coding Python functions
05:37 - randomly change console text color
06:09 - RGB color mode
09:24 - function primary goals
09:48 - thanks for watching! 😊

******************************","['python', 'python programming', 'python functions', 'functions', 'def', 'define function', 'parameters', 'arguments', 'python for beginners']",2021-10-30T15:00:02Z,50939,2488,,184,PT10M4S,hd,false
8z2oLfK2sIc,Python Simplified,Machine Learning Databases and How to Access them with Pytorch - MNIST Tutorial,"In this tutorial, we will talk about popular Machine Learning databases and how we can easily access them with Pytorch. 🔥🔥🔥
In particular, we will focus on MNIST, which is a handwritten digits database with 70,000 different images. We will load it with a very simple Pytorch command and we will have a closer look at its content, as well as its feature + label structure.
We will also discuss data transforms, why we need them and how do we decide which transforms work better for what kind of data. 

Other computer vision databases we will briefly discuss are CIFAR-10, FashionMNIST and HMDB51. You can find the full list of available databases and transforms at the very bottom of the description ⬇⬇⬇

Have you seen the previous ML tutorial I refer to in this video?
https://youtu.be/i1AqHG4k8mE

New to Google Colab? 
In my following video, I show you how to set it up for the first time:
https://youtu.be/P4F3PzCMrtk

**************************************
⏰Time Stamps ⏰
00:00 - intro
00:23 - load MNIST with Pytorch
02:01 - MNIST features and targets
03:20 - Pytorch Databases
04:14 - data transforms
07:55 - in the next tutorial

**************************************
⭐ IMPORTS ⭐
(starter code for the entire project- not just this video) 
**************************************
import torch
from torch import nn, optim
from torch.utils.data import DataLoader
from torchvision import datasets, transforms, models
from torchvision.transforms import ToTensor, Lambda, Compose
import matplotlib.pyplot as plt

**************************************
⭐ INSTALL DEPENDENCIES ⭐
⭐ ANACONDA - RECOMMENDED! ⭐

conda install -c pytorch pytorch
conda install -c pytorch torchvision

**************************************
⭐ INSTALL DEPENDENCIES ⭐
⭐ PYPI - ONLY IF THERE'S NO OTHER CHOICE! ⭐

pip install torch
pip install torchvision

**************************************
⭐ IMPORTANT LINKS ⭐

🤩 All Available Torchvision Datasets:
https://pytorch.org/vision/stable/datasets.html

🤩 All Available Pytorch Transforms:
https://pytorch.org/vision/stable/transforms.html

🤩 Complete Colab Notebook for loading MNIST, FashionMNIST and CIFAR-10:
https://colab.research.google.com/drive/1SYS4N7b0uknJwk-wFzqHRplzxLCYRIMq?usp=sharing

🤩 Complete Notebook for Next Lesson (Neural Network Training on MNIST Data):
https://colab.research.google.com/drive/1r8lLYD-4KfPsOoFgmQVEPRh3IZMNX7Nc?usp=sharing

* Please keep in mind that the next lessons notebook doesn't include testing and validation!!
**************************************

🔊 My apologies for the sound quality 🔊 
I'm trying different recording solutions and this one is definitely NOT THE ONE! 😅

😍 Beautiful Icons used in this video and thumbnail are by: flaticon.com 😍","['pytorch', 'torchvision', 'tourchvision', 'pytourch']",2021-10-24T15:00:11Z,18347,803,,132,PT8M23S,hd,true
jModaLYQ9w8,Python Simplified,"Lights, Camera... Action? 🤔",,,2021-10-22T16:17:50Z,6463,193,,21,PT9S,hd,false
HILN1eau84M,Python Simplified,HOW and SINCE WHEN my computer has these powers?? is this CUDA magic?,,,2021-10-20T14:00:10Z,11539,399,,71,PT34S,hd,false
i1AqHG4k8mE,Python Simplified,Neural Network Simply Explained - ML for Beginners,"In this video, we will talk about neural networks and some of their basic components! 🧠🧠🧠
Neural Networks are machine learning algorithms (sets of instructions) that we use to solve problems that traditional computer programs can barely handle! 🤯
For example Face Recognition, Object Detection and Image Classification.
We will take a very close look inside a typical classifier neural network and we will follow an input image from start to finish. The concepts we will cover are: NN, labels, computer vision, weights, hidden layers, training, narrow AI.

Have fun!!! and please don't forget to share if you find it useful! 💙💛💙

*************************
🤓 Further Learning  🤓
*************************
How Computers See Images: https://youtu.be/mAMTXJJQBDI
Draw Images with Open CV: https://youtu.be/PtvN8ad9N3g
Supervised Learning and more: https://youtu.be/mMc_PIemSnU

*************************
⏳ Timestamps ⏳
*************************
00:00 - What is a Neural Network
00:55 - How Computers See Images
02:20 - What is a Label
02:44 - Hidden Layers
03:48 - Training
04:10 - Weights
04:42 - Optimization
05:27 - Narrow AI
06:03 - Input Data
06:18 - Thanks for Watching!
*************************

IN THE NEXT TUTORIAL:
We will learn how to use Pytorch to train neural networks on popular computer vision databases!
We will implement with Python all the concepts we have learned in this video and it's gonna be really really fun! I promise!! 😊

All the beautiful icons in this video and thumbnail are by freepik.com and flaticon.com! 🤩","['ml', 'ai', 'machine learning', 'artificial intenligence', 'artificial inteligence', 'artificail intelligence']",2021-10-16T15:00:10Z,25394,1544,,167,PT6M38S,hd,true
OgFmBhucQNM,Python Simplified,What Happened to My Instagram Account?? Vlog #3,"Hi everyone! 
Some of you were asking if I'm still on Instagram and I definitely owe you an explanation! So in this vlog, we will talk about my account and why it's inactive.
Also, I'm starting to prepare for live lessons where I can help with all your Python-related inquiries on the spot! (at least, I hope I can 😅 hahahaha)
I only went live once and it was on We Are Growth Hackers on YouTube, you can check out this webinar at the link below:
https://youtu.be/XnEgVZsZgco

Please let me know in the comments below if you agree with me regarding Instagram's new functionality/content/policies - I'm not sure if I'm overreacting or if things are indeed as bad as I imagine - your feedback is highly appreciated! 😵😵😵  
I will see you guys very soon in a new ML tutorial! Thanks for watching! 😀",,2021-10-13T15:00:11Z,9221,564,,140,PT5M49S,hd,false
